,title,conference,year,paper_url
84,Improved Margin Generalization Bounds for Voting Classifiers,colt,2025,https://raw.githubusercontent.com/mlresearch/v291/main/assets/hogsgaard-moller25a/hogsgaard-moller25a.pdf
85,Polynomial low degree hardness for Broadcasting on Trees (Extended Abstract),colt,2025,https://raw.githubusercontent.com/mlresearch/v291/main/assets/huang25a/huang25a.pdf
86,Instance-Dependent Regret Bounds for Learning Two-Player Zero-Sum Games with Bandit Feedback,colt,2025,https://raw.githubusercontent.com/mlresearch/v291/main/assets/ito25a/ito25a.pdf
87,Optimal Differentially Private Sampling of Unbounded Gaussians,colt,2025,https://raw.githubusercontent.com/mlresearch/v291/main/assets/iverson25a/iverson25a.pdf
88,Local Regularizers Are Not Transductive Learners,colt,2025,https://raw.githubusercontent.com/mlresearch/v291/main/assets/jafar25a/jafar25a.pdf
89,On the Minimax Regret of Sequential Probability Assignment via Square-Root Entropy,colt,2025,https://raw.githubusercontent.com/mlresearch/v291/main/assets/jia25a/jia25a.pdf
90,"Regularized Dikin Walks for Sampling Truncated Logconcave Measures, Mixed Isoperimetry and Beyond Worst-Case Analysis",colt,2025,https://raw.githubusercontent.com/mlresearch/v291/main/assets/jiang25a/jiang25a.pdf
91,Online Covariance Estimation in Nonsmooth Stochastic Approximation,colt,2025,https://raw.githubusercontent.com/mlresearch/v291/main/assets/jiang25b/jiang25b.pdf
92,Provable Complexity Improvement of AdaGrad over SGD: Upper and Lower Bounds in Stochastic Non-Convex Optimization,colt,2025,https://raw.githubusercontent.com/mlresearch/v291/main/assets/jiang25c/jiang25c.pdf
93,Structure-agnostic Optimality of Doubly Robust Learning for Treatment Effect Estimation (Extended Abstract),colt,2025,https://raw.githubusercontent.com/mlresearch/v291/main/assets/jin25a/jin25a.pdf
94,A Theory of Learning with Autoregressive Chain of Thought,colt,2025,https://raw.githubusercontent.com/mlresearch/v291/main/assets/joshi25a/joshi25a.pdf
95,The Sample Complexity of Distributed Simple Binary Hypothesis Testing under Information Constraints,colt,2025,https://raw.githubusercontent.com/mlresearch/v291/main/assets/kazemi25a/kazemi25a.pdf
96,Experimental Design for Semiparametric Bandits,colt,2025,https://raw.githubusercontent.com/mlresearch/v291/main/assets/kim25a/kim25a.pdf
97,Learning Constant-Depth Circuits in Malicious Noise Models,colt,2025,https://raw.githubusercontent.com/mlresearch/v291/main/assets/klivans25a/klivans25a.pdf
98,Efficiently learning and sampling multimodal distributions with data-based initialization,colt,2025,https://raw.githubusercontent.com/mlresearch/v291/main/assets/koehler25a/koehler25a.pdf
99,The Oracle Complexity of Simplex-based Matrix Games: Linear Separability and Nash Equilibria,colt,2025,https://raw.githubusercontent.com/mlresearch/v291/main/assets/kornowski25a/kornowski25a.pdf
100,Spectral Estimators for Multi-Index Models: Precise Asymptotics and Optimal Weak Recovery,colt,2025,https://raw.githubusercontent.com/mlresearch/v291/main/assets/kovacevic25a/kovacevic25a.pdf
101,The Role of Environment Access in Agnostic Reinforcement Learning (Extended Abstract),colt,2025,https://raw.githubusercontent.com/mlresearch/v291/main/assets/krishnamurthy25a/krishnamurthy25a.pdf
102,Spike-and-Slab Posterior Sampling in High Dimensions,colt,2025,https://raw.githubusercontent.com/mlresearch/v291/main/assets/kumar25a/kumar25a.pdf
103,A Gap Between the Gaussian RKHS and Neural Networks: An Infinite-Center Asymptotic Analysis,colt,2025,https://raw.githubusercontent.com/mlresearch/v291/main/assets/kumar25b/kumar25b.pdf
104,Low coordinate degree algorithms II: Categorical signals and generalized stochastic block models,colt,2025,https://raw.githubusercontent.com/mlresearch/v291/main/assets/kunisky25a/kunisky25a.pdf
105,Fast and Furious Symmetric Learning in Zero-Sum Games: Gradient Descent as Fictitious Play,colt,2025,https://raw.githubusercontent.com/mlresearch/v291/main/assets/lazarsfeld25a/lazarsfeld25a.pdf
106,The Fundamental Limits of Recovering Planted Subgraphs (extended abstract),colt,2025,https://raw.githubusercontent.com/mlresearch/v291/main/assets/lee25a/lee25a.pdf
107,Robust random graph matching in Gaussian models via vector approximate message passing,colt,2025,https://raw.githubusercontent.com/mlresearch/v291/main/assets/li25a/li25a.pdf
108,Some easy optimization problems have the overlap-gap property,colt,2025,https://raw.githubusercontent.com/mlresearch/v291/main/assets/li25b/li25b.pdf
109,A Polynomial-time Algorithm for Online Sparse Linear Regression with Improved Regret Bound under Weaker Conditions,colt,2025,https://raw.githubusercontent.com/mlresearch/v291/main/assets/li25c/li25c.pdf
110,Multi-Pass Memory Lower Bounds for Learning Problems,colt,2025,https://raw.githubusercontent.com/mlresearch/v291/main/assets/li25d/li25d.pdf
111,Private Realizable-to-Agnostic Transformation with Near-Optimal Sample Complexity,colt,2025,https://raw.githubusercontent.com/mlresearch/v291/main/assets/li25e/li25e.pdf
112,Low-dimensional adaptation of diffusion models: Convergence in total variation (extended abstract),colt,2025,https://raw.githubusercontent.com/mlresearch/v291/main/assets/liang25a/liang25a.pdf
113,Characterizing Dependence of Samples along the Langevin Dynamics and Algorithms via Contraction of $Φ$-Mutual Information (Extended Abstract),colt,2025,https://raw.githubusercontent.com/mlresearch/v291/main/assets/liang25b/liang25b.pdf
114,Decision Making in Hybrid Environments: A Model Aggregation Approach,colt,2025,https://raw.githubusercontent.com/mlresearch/v291/main/assets/liu25a/liu25a.pdf
115,Robust Algorithms for Recovering Planted $r$-Colorable Graphs,colt,2025,https://raw.githubusercontent.com/mlresearch/v291/main/assets/louis25a/louis25a.pdf
116,"Sparsity-Based Interpolation of External, Internal and Swap Regret",colt,2025,https://raw.githubusercontent.com/mlresearch/v291/main/assets/lu25a/lu25a.pdf
117,Sample Efficient Omniprediction and Downstream Swap Regret for Non-Linear Losses,colt,2025,https://raw.githubusercontent.com/mlresearch/v291/main/assets/lu25b/lu25b.pdf
118,Identifiability and Estimation in High-Dimensional Nonparametric Latent Structure Models,colt,2025,https://raw.githubusercontent.com/mlresearch/v291/main/assets/lyu25a/lyu25a.pdf
119,Efficient Near-Optimal Algorithm for Online Shortest Paths in Directed Acyclic Graphs with Bandit Feedback Against Adaptive Adversaries,colt,2025,https://raw.githubusercontent.com/mlresearch/v291/main/assets/maiti25a/maiti25a.pdf
120,Learning sparse generalized linear models with binary outcomes via iterative hard thresholding,colt,2025,https://raw.githubusercontent.com/mlresearch/v291/main/assets/matsumoto25a/matsumoto25a.pdf
121,Online Convex Optimization with a Separation Oracle,colt,2025,https://raw.githubusercontent.com/mlresearch/v291/main/assets/mhammedi25a/mhammedi25a.pdf
122,Sample and Oracle Efficient Reinforcement Learning for MDPs with Linearly-Realizable Value Functions,colt,2025,https://raw.githubusercontent.com/mlresearch/v291/main/assets/mhammedi25b/mhammedi25b.pdf
123,The Planted Spanning Tree Problems: Exact Overlap Characterization via Local Weak Convergence Extended Abstract,colt,2025,https://raw.githubusercontent.com/mlresearch/v291/main/assets/moharrami25a/moharrami25a.pdf
124,Beyond Worst-Case Online Classification: VC-Based Regret Bounds for Relaxed Benchmarks,colt,2025,https://raw.githubusercontent.com/mlresearch/v291/main/assets/montasser25a/montasser25a.pdf
125,Optimistically Optimistic Exploration for Provably Efficient Infinite-Horizon Reinforcement and Imitation Learning,colt,2025,https://raw.githubusercontent.com/mlresearch/v291/main/assets/moulin25a/moulin25a.pdf
126,Are all models wrong? Fundamental limits in distribution-free empirical model falsification,colt,2025,https://raw.githubusercontent.com/mlresearch/v291/main/assets/muller25a/muller25a.pdf
127,"Sharper Bounds for Chebyshev Moment Matching, with Applications",colt,2025,https://raw.githubusercontent.com/mlresearch/v291/main/assets/musco25a/musco25a.pdf
128,"Estimating stationary mass, frequency by frequency",colt,2025,https://raw.githubusercontent.com/mlresearch/v291/main/assets/nakul25a/nakul25a.pdf
129,"Improved algorithms for learning quantum Hamiltonians, via flat polynomials",colt,2025,https://raw.githubusercontent.com/mlresearch/v291/main/assets/narayanan25a/narayanan25a.pdf
130,Data-dependent Bounds with $T$-Optimal Best-of-Both-Worlds Guarantees in Multi-Armed Bandits using Stability-Penalty Matching,colt,2025,https://raw.githubusercontent.com/mlresearch/v291/main/assets/nguyen25a/nguyen25a.pdf
131,On the Hardness of Bandit Learning,colt,2025,https://raw.githubusercontent.com/mlresearch/v291/main/assets/brukhim25a/brukhim25a.pdf
132,Learning Algorithms in the Limit,colt,2025,https://raw.githubusercontent.com/mlresearch/v291/main/assets/papazov25a/papazov25a.pdf
133,Differentially Private Synthetic Graphs Preserving Triangle-Motif Cuts,colt,2025,https://raw.githubusercontent.com/mlresearch/v291/main/assets/peng25a/peng25a.pdf
134,Recovering Labels from Crowdsourced Data: an Optimal and Polynomial-Time Method,colt,2025,https://raw.githubusercontent.com/mlresearch/v291/main/assets/pilliat25a/pilliat25a.pdf
135,Optimal Robust Estimation under Local and Global Corruptions: Stronger Adversary and Smaller Error,colt,2025,https://raw.githubusercontent.com/mlresearch/v291/main/assets/pittas25a/pittas25a.pdf
136,Lower Bounds for Private Estimation of Gaussian Covariance Matrices under All Reasonable Parameter Regimes,colt,2025,https://raw.githubusercontent.com/mlresearch/v291/main/assets/portella25a/portella25a.pdf
137,Linear Convergence of Diffusion Models Under the Manifold Hypothesis,colt,2025,https://raw.githubusercontent.com/mlresearch/v291/main/assets/potaptchik25a/potaptchik25a.pdf
