,title,paper_url,conference,year
57,Large Vocabulary Size Improves Large Language Models,https://aclanthology.org/2025.findings-acl.57.pdf,acl-sidetracks,2025
58,MUSE: A Multimodal Conversational Recommendation Dataset with Scenario-Grounded User Profiles,https://aclanthology.org/2025.findings-acl.58.pdf,acl-sidetracks,2025
59,Machine Translation Models are Zero-Shot Detectors of Translation Direction,https://aclanthology.org/2025.findings-acl.59.pdf,acl-sidetracks,2025
60,Do Robot Snakes Dream like Electric Sheep? Investigating the Effects of Architectural Inductive Biases on Hallucination,https://aclanthology.org/2025.findings-acl.60.pdf,acl-sidetracks,2025
61,GenTool: Enhancing Tool Generalization in Language Models through Zero-to-One and Weak-to-Strong Simulation,https://aclanthology.org/2025.findings-acl.61.pdf,acl-sidetracks,2025
62,SWE-Fixer: Training Open-Source LLMs for Effective and Efficient GitHub Issue Resolution,https://aclanthology.org/2025.findings-acl.62.pdf,acl-sidetracks,2025
63,GlyphPattern: An Abstract Pattern Recognition for Vision-Language Models,https://aclanthology.org/2025.findings-acl.63.pdf,acl-sidetracks,2025
64,FitCF: A Framework for Automatic Feature Importance-guided Counterfactual Example Generation,https://aclanthology.org/2025.findings-acl.64.pdf,acl-sidetracks,2025
65,From Misleading Queries to Accurate Answers: A Three-Stage Fine-Tuning Method for LLMs,https://aclanthology.org/2025.findings-acl.65.pdf,acl-sidetracks,2025
66,Separate the Wheat from the Chaff: A Post-Hoc Approach to Safety Re-Alignment for Fine-Tuned Language Models,https://aclanthology.org/2025.findings-acl.66.pdf,acl-sidetracks,2025
67,Nuclear Deployed!: Analyzing Catastrophic Risks in Decision-making of Autonomous LLM Agents,https://aclanthology.org/2025.findings-acl.67.pdf,acl-sidetracks,2025
68,MoRE: A Mixture of Low-Rank Experts for Adaptive Multi-Task Learning,https://aclanthology.org/2025.findings-acl.68.pdf,acl-sidetracks,2025
69,Lunar Twins: We Choose to Go to the Moon with Large Language Models,https://aclanthology.org/2025.findings-acl.69.pdf,acl-sidetracks,2025
70,SPHERE: An Evaluation Card for Human-AI Systems,https://aclanthology.org/2025.findings-acl.70.pdf,acl-sidetracks,2025
71,Data-Centric Improvements for Enhancing Multi-Modal Understanding in Spoken Conversation Modeling,https://aclanthology.org/2025.findings-acl.71.pdf,acl-sidetracks,2025
72,Question-Aware Knowledge Graph Prompting for Enhancing Large Language Models,https://aclanthology.org/2025.findings-acl.72.pdf,acl-sidetracks,2025
73,UQ-Merge: Uncertainty Guided Multimodal Large Language Model Merging,https://aclanthology.org/2025.findings-acl.73.pdf,acl-sidetracks,2025
74,AQuAECHR: Attributed Question Answering for European Court of Human Rights,https://aclanthology.org/2025.findings-acl.74.pdf,acl-sidetracks,2025
75,Leveraging Unit Language Guidance to Advance Speech Modeling in Textless Speech-to-Speech Translation,https://aclanthology.org/2025.findings-acl.75.pdf,acl-sidetracks,2025
76,Ponder & Press: Advancing Visual GUI Agent towards General Computer Control,https://aclanthology.org/2025.findings-acl.76.pdf,acl-sidetracks,2025
77,LogicGame: Benchmarking Rule-Based Reasoning Abilities of Large Language Models,https://aclanthology.org/2025.findings-acl.77.pdf,acl-sidetracks,2025
78,LLM-Based Multi-Agent Systems are Scalable Graph Generative Models,https://aclanthology.org/2025.findings-acl.78.pdf,acl-sidetracks,2025
79,AD-LLM: Benchmarking Large Language Models for Anomaly Detection,https://aclanthology.org/2025.findings-acl.79.pdf,acl-sidetracks,2025
80,RTADev: Intention Aligned Multi-Agent Framework for Software Development,https://aclanthology.org/2025.findings-acl.80.pdf,acl-sidetracks,2025
81,TACO-RL: Task Aware Prompt Compression Optimization with Reinforcement Learning,https://aclanthology.org/2025.findings-acl.81.pdf,acl-sidetracks,2025
82,A Character-Centric Creative Story Generation via Imagination,https://aclanthology.org/2025.findings-acl.82.pdf,acl-sidetracks,2025
83,Proverbs Run in Pairs: Evaluating Proverb Translation Capability of Large Language Model,https://aclanthology.org/2025.findings-acl.83.pdf,acl-sidetracks,2025
84,Towards Efficient LLM Grounding for Embodied Multi-Agent Collaboration,https://aclanthology.org/2025.findings-acl.84.pdf,acl-sidetracks,2025
85,UAQFact: Evaluating Factual Knowledge Utilization of LLMs on Unanswerable Questions,https://aclanthology.org/2025.findings-acl.85.pdf,acl-sidetracks,2025
86,Exploring Knowledge Filtering for Retrieval-Augmented Discriminative Tasks,https://aclanthology.org/2025.findings-acl.86.pdf,acl-sidetracks,2025
87,Group then Scale: Dynamic Mixture-of-Experts Multilingual Language Model,https://aclanthology.org/2025.findings-acl.87.pdf,acl-sidetracks,2025
88,Beyond Verbal Cues: Emotional Contagion Graph Network for Causal Emotion Entailment,https://aclanthology.org/2025.findings-acl.88.pdf,acl-sidetracks,2025
89,Critic-CoT: Boosting the Reasoning Abilities of Large Language Model via Chain-of-Thought Critic,https://aclanthology.org/2025.findings-acl.89.pdf,acl-sidetracks,2025
90,Systematic Generalization in Language Models Scales with Information Entropy,https://aclanthology.org/2025.findings-acl.90.pdf,acl-sidetracks,2025
91,The Inverse Scaling Effect of Pre-Trained Language Model Surprisal Is Not Due to Data Leakage,https://aclanthology.org/2025.findings-acl.91.pdf,acl-sidetracks,2025
92,Logical Consistency is Vital: Neural-Symbolic Information Retrieval for Negative-Constraint Queries,https://aclanthology.org/2025.findings-acl.92.pdf,acl-sidetracks,2025
93,‘No’ Matters: Out-of-Distribution Detection in Multimodality Multi-Turn Interactive Dialogue Download PDF,https://aclanthology.org/2025.findings-acl.93.pdf,acl-sidetracks,2025
94,Event Pattern-Instance Graph: A Multi-Round Role Representation Learning Strategy for Document-Level Event Argument Extraction,https://aclanthology.org/2025.findings-acl.94.pdf,acl-sidetracks,2025
95,EXECUTE: A Multilingual Benchmark for LLM Token Understanding,https://aclanthology.org/2025.findings-acl.95.pdf,acl-sidetracks,2025
96,Explainable Hallucination through Natural Language Inference Mapping,https://aclanthology.org/2025.findings-acl.96.pdf,acl-sidetracks,2025
97,HopRAG: Multi-Hop Reasoning for Logic-Aware Retrieval-Augmented Generation,https://aclanthology.org/2025.findings-acl.97.pdf,acl-sidetracks,2025
98,Double Entendre: Robust Audio-Based AI-Generated Lyrics Detection via Multi-View Fusion,https://aclanthology.org/2025.findings-acl.98.pdf,acl-sidetracks,2025
99,Don’t Miss the Forest for the Trees: Attentional Vision Calibration for Large Vision Language Models,https://aclanthology.org/2025.findings-acl.99.pdf,acl-sidetracks,2025
100,SATA: A Paradigm for LLM Jailbreak via Simple Assistive Task Linkage,https://aclanthology.org/2025.findings-acl.100.pdf,acl-sidetracks,2025
101,Chain-Talker: Chain Understanding and Rendering for Empathetic Conversational Speech Synthesis,https://aclanthology.org/2025.findings-acl.101.pdf,acl-sidetracks,2025
102,Parameter-Efficient Fine-Tuning via Circular Convolution,https://aclanthology.org/2025.findings-acl.102.pdf,acl-sidetracks,2025
103,Alleviating Hallucinations in Large Language Models via Truthfulness-driven Rank-adaptive LoRA,https://aclanthology.org/2025.findings-acl.103.pdf,acl-sidetracks,2025
104,ScEdit: Script-based Assessment of Knowledge Editing,https://aclanthology.org/2025.findings-acl.104.pdf,acl-sidetracks,2025
105,SafeRoute: Adaptive Model Selection for Efficient and Accurate Safety Guardrails in Large Language Models,https://aclanthology.org/2025.findings-acl.105.pdf,acl-sidetracks,2025
106,Moderation Matters: Measuring Conversational Moderation Impact in English as a Second Language Group Discussion,https://aclanthology.org/2025.findings-acl.106.pdf,acl-sidetracks,2025
107,Measuring Bias and Agreement in Large Language Model Presupposition Judgments,https://aclanthology.org/2025.findings-acl.107.pdf,acl-sidetracks,2025
108,Harnessing PDF Data for Improving Japanese Large Multimodal Models,https://aclanthology.org/2025.findings-acl.108.pdf,acl-sidetracks,2025
109,EnerGIZAr: Leveraging GIZA++ for Effective Tokenizer Initialization,https://aclanthology.org/2025.findings-acl.109.pdf,acl-sidetracks,2025
110,AMEX: Android Multi-annotation Expo Dataset for Mobile GUI Agents,https://aclanthology.org/2025.findings-acl.110.pdf,acl-sidetracks,2025
111,Drop Dropout on Single Epoch Language Model Pretraining,https://aclanthology.org/2025.findings-acl.111.pdf,acl-sidetracks,2025
112,Robust and Minimally Invasive Watermarking for EaaS,https://aclanthology.org/2025.findings-acl.112.pdf,acl-sidetracks,2025
113,Task-Informed Anti-Curriculum by Masking Improves Downstream Performance on Text,https://aclanthology.org/2025.findings-acl.113.pdf,acl-sidetracks,2025
