,title,authors,paper_url
222,The point is the mask: scaling coral reef segmentation with weak supervision,"['Matteo Contini', 'Victor Illien', 'Sylvain Poulain', 'Serge Bernard', 'Julien Barde', 'Sylvain Bonhommeau', 'Alexis Joly']",https://openaccess.thecvf.com/content/ICCV2025W/CVAUI%20%26%20AAMVEM/papers/Contini_The_point_is_the_mask_scaling_coral_reef_segmentation_with_ICCVW_2025_paper.pdf
223,A Calibration Tool for Refractive Underwater Vision,"['Felix Seegräber', 'Mengkun She', 'Felix Woelk', 'Kevin Köser']",https://openaccess.thecvf.com/content/ICCV2025W/CVAUI%20%26%20AAMVEM/papers/Seegraber_A_Calibration_Tool_for_Refractive_Underwater_Vision_ICCVW_2025_paper.pdf
224,Benchmarking Out-of-Distribution Detection for Plankton Recognition: A Systematic Evaluation of Advanced Methods in Marine Ecological Monitoring,"['Yingzi Han', 'Jiakai He', 'Chuanlong Xie', 'Jianping Li']",https://openaccess.thecvf.com/content/ICCV2025W/CVAUI%20%26%20AAMVEM/papers/Han_Benchmarking_Out-of-Distribution_Detection_for_Plankton_Recognition_A_Systematic_Evaluation_of_ICCVW_2025_paper.pdf
225,Would SWIR modality help for detection and segmentation in harsh weather conditions? An experimental study.,"['Rohan Mehra', 'Alexandre Riffard', 'Mathieu Labussière', 'Pierre Duthon', 'Romuald Aufrère']",https://openaccess.thecvf.com/content/ICCV2025W/MIRA/papers/Mehra_Would_SWIR_modality_help_for_detection_and_segmentation_in_harsh_ICCVW_2025_paper.pdf
226,Task-Driven Neural Adaptive Gain Control: 16-bit-to-8-bit Thermal Tone Mapping for Superior Object Detection,['Hossein Javidnia'],https://openaccess.thecvf.com/content/ICCV2025W/MIRA/papers/Javidnia_Task-Driven_Neural_Adaptive_Gain_Control_16-bit-to-8-bit_Thermal_Tone_Mapping_for_ICCVW_2025_paper.pdf
227,Towards a Generalizable Fusion Architecture for Multimodal Object Detection,"['Jad Berjawi', 'Yoann Dupas', 'Christophe Cérin']",https://openaccess.thecvf.com/content/ICCV2025W/MIRA/papers/Berjawi_Towards_a_Generalizable_Fusion_Architecture_for_Multimodal_Object_Detection_ICCVW_2025_paper.pdf
228,TY-RIST: Tactical YOLO Tricks for Real-time Infrared Small Target Detection,"['Abdulkarim Atrash', 'Seyda Ertekin', 'Omur Ugur', 'Omar Moured', 'Yufan Chen', 'Jiaming Zhang']",https://openaccess.thecvf.com/content/ICCV2025W/MIRA/papers/Atrash_TY-RIST_Tactical_YOLO_Tricks_for_Real-time_Infrared_Small_Target_Detection_ICCVW_2025_paper.pdf
229,IVIFormer: Illumination-Aware Infrared-Visible Image Fusion via Adaptive Domain-Switching Cross Attention,"['Incheol Park', 'Youngwan Jin', 'Yagiz Nalcakan', 'Hyeongjin Ju', 'Sanghyeop Yeo', 'Shiho Kim']",https://openaccess.thecvf.com/content/ICCV2025W/MIRA/papers/Park_IVIFormer_Illumination-Aware_Infrared-Visible_Image_Fusion_via_Adaptive_Domain-Switching_Cross_Attention_ICCVW_2025_paper.pdf
230,"Patient-Centric Statistical Multi-Modal Fusion for Medical Diagnosis: Integrating DICOM, Radiomics, and Patient Attributes","['Seo-Yeon Choi', 'Kyungsu Lee']",https://openaccess.thecvf.com/content/ICCV2025W/VADH/papers/Choi_Patient-Centric_Statistical_Multi-Modal_Fusion_for_Medical_Diagnosis_Integrating_DICOM_Radiomics_ICCVW_2025_paper.pdf
231,Multi-Modal Deep Clustering Survival Machines for Alzheimer's Disease Subtype Discovery,"['Zixuan Wen', 'Bojian Hou', 'Weiqing He', 'Shu Yang', 'Jason Moore', 'Andrew Saykin', 'Heng Huang', 'Paul Thompson', 'Marylyn Ritchie', 'Christos Davatzikos', 'Li Shen']",https://openaccess.thecvf.com/content/ICCV2025W/VADH/papers/Wen_Multi-Modal_Deep_Clustering_Survival_Machines_for_Alzheimers_Disease_Subtype_Discovery_ICCVW_2025_paper.pdf
232,Video Clinical Outcome Assessments (vCOAs): A Scalable Workflow for Remote Trials,"['Rabia Aziza', 'Clare Matthews', 'Elisa Ferrer Mallol', 'Fereshteh Poursaeed', 'Alejandro Mendoza Garcia', 'Elin Haf Davies']",https://openaccess.thecvf.com/content/ICCV2025W/VADH/papers/Aziza_Video_Clinical_Outcome_Assessments_vCOAs_A_Scalable_Workflow_for_Remote_ICCVW_2025_paper.pdf
233,Adapting Vision-Language Models for 3D CT/MRI Understanding on PMBB via Slice Selection and Explanation Analysis,"['Hongzhuo Chen', 'Rahul Shukla', 'Ruiming Wu', 'Shu Yang', 'Duy Duong-Tran', 'Duy Minh Ho Nguyen', 'Mathias Niepert', 'Cameron Beeche', 'James Gee', 'Jeffrey Duda', 'Rakesh Sharma', 'Christos Davatzikos', 'Walter Witschey', 'Bojian Hou', 'Li Shen']",https://openaccess.thecvf.com/content/ICCV2025W/VADH/papers/Chen_Adapting_Vision-Language_Models_for_3D_CTMRI_Understanding_on_PMBB_via_ICCVW_2025_paper.pdf
234,Positioning a Video to Mesh Pipeline for 3D Foot Reconstruction as a Monitoring Tool for Peripheral Edema,"['Wei Yan Peh', 'Hui Zhang', 'Jian Yang']",https://openaccess.thecvf.com/content/ICCV2025W/VADH/papers/Peh_Positioning_a_Video_to_Mesh_Pipeline_for_3D_Foot_Reconstruction_ICCVW_2025_paper.pdf
235,"Magnol.AI Copilot: Multimodal LLMs for Natural, Accessible Data Interaction","['Guangchen Ruan', 'Hui Zhang', 'Hui Xiao', 'Jian Yang']",https://openaccess.thecvf.com/content/ICCV2025W/VADH/papers/Ruan_Magnol.AI_Copilot_Multimodal_LLMs_for_Natural_Accessible_Data_Interaction_ICCVW_2025_paper.pdf
236,Safety Without Semantic Disruptions: Editing-free Safe Image Generation via Context-preserving Dual Latent Reconstruction,"['Jordan Vice', 'Naveed Akhtar', 'Mubarak Shah', 'Richard Hartley', 'Ajmal Saeed Mian']",https://openaccess.thecvf.com/content/ICCV2025W/SafeMM-AI/papers/Vice_Safety_Without_Semantic_Disruptions_Editing-free_Safe_Image_Generation_via_Context-preserving_ICCVW_2025_paper.pdf
237,FrEVL: Leveraging Frozen Pretrained Embeddings for Efficient Vision-Language Understanding,"['Emmanuelle Bourigault', 'Pauline Bourigault']",https://openaccess.thecvf.com/content/ICCV2025W/SafeMM-AI/papers/Bourigault_FrEVL_Leveraging_Frozen_Pretrained_Embeddings_for_Efficient_Vision-Language_Understanding_ICCVW_2025_paper.pdf
238,On the Importance of Conditioning for Privacy-Preserving Data Augmentation,"['Julian Lorenz', 'Katja Ludwig', 'Valentin Haug', 'Rainer Lienhart']",https://openaccess.thecvf.com/content/ICCV2025W/SafeMM-AI/papers/Lorenz_On_the_Importance_of_Conditioning_for_Privacy-Preserving_Data_Augmentation_ICCVW_2025_paper.pdf
239,Pulling Back the Curtain: Unsupervised Adversarial Detection via Contrastive Auxiliary Networks,"['Eylon Mizrahi', 'Raz Lapid', 'Moshe Sipper']",https://openaccess.thecvf.com/content/ICCV2025W/SafeMM-AI/papers/Mizrahi_Pulling_Back_the_Curtain_Unsupervised_Adversarial_Detection_via_Contrastive_Auxiliary_ICCVW_2025_paper.pdf
240,Privacy Preservation Using Superimposed 3D-Models for Self-Supervised Training in Action Recognition,"['Asfandyar Azhar', 'Nidhish Shah', 'Shaurjya Mandal', 'Yongjie Jessica Zhang']",https://openaccess.thecvf.com/content/ICCV2025W/SafeMM-AI/papers/Azhar_Privacy_Preservation_Using_Superimposed_3D-Models_for_Self-Supervised_Training_in_Action_ICCVW_2025_paper.pdf
241,RetailAction: Dataset for Multi-View Spatio-Temporal Localization of Human-Object Interactions in Retail,"['Davide Mazzini', 'Alberto Raimondi', 'Bruno Abbate', 'Daniel Fischetti', 'David Woollard']",https://openaccess.thecvf.com/content/ICCV2025W/RetailVision/papers/Mazzini_RetailAction_Dataset_for_Multi-View_Spatio-Temporal_Localization_of_Human-Object_Interactions_in_ICCVW_2025_paper.pdf
242,Relative Pose Regression with Pose Auto-Encoders: Enhanced Accuracy and Data Efficiency for Retail Applications,"['Yoli Shavit', 'Yosi Keller']",https://openaccess.thecvf.com/content/ICCV2025W/RetailVision/papers/Shavit_Relative_Pose_Regression_with_Pose_Auto-Encoders_Enhanced_Accuracy_and_Data_ICCVW_2025_paper.pdf
243,SGBD: Sharpness-Aware Mirror Gradient with BLIP-Based Denoising for Robust Multimodal Product Recommendation,"['Sarthak Srivastava', 'Kathy Wu']",https://openaccess.thecvf.com/content/ICCV2025W/RetailVision/papers/Srivastava_SGBD_Sharpness-Aware_Mirror_Gradient_with_BLIP-Based_Denoising_for_Robust_Multimodal_ICCVW_2025_paper.pdf
244,HyperVLM: Hyperbolic Space Guided Vision Language Modeling for Hierarchical Multi-Modal Understanding,"['Sarthak Srivastava', 'Kathy Wu']",https://openaccess.thecvf.com/content/ICCV2025W/RetailVision/papers/Srivastava_HyperVLM_Hyperbolic_Space_Guided_Vision_Language_Modeling_for_Hierarchical_Multi-Modal_ICCVW_2025_paper.pdf
245,Sari Sandbox: A Virtual Retail Store Environment for Embodied AI Agents,"['Janika Deborah Gajo', 'Gerarld Paul Merales', 'Jerome Escarcha', 'Brenden Ashley Molina', 'Gian Nartea', 'Emmanuel G. Maminta', 'Juan Carlos Roldan', 'Rowel O. Atienza']",https://openaccess.thecvf.com/content/ICCV2025W/RetailVision/papers/Gajo_Sari_Sandbox_A_Virtual_Retail_Store_Environment_for_Embodied_AI_ICCVW_2025_paper.pdf
246,Recommendation By Generation: Generation Augmented Complementary Fashion Item Retrieval Using Incomplete Outfit,"['Gaurab Bhattacharya', 'Vivek B S', 'P. Rajith Bhargav', 'Jayavardhana Gubbi', 'Bagyalakshmi V', 'Arpan Pal']",https://openaccess.thecvf.com/content/ICCV2025W/RetailVision/papers/Bhattacharya_Recommendation_By_Generation_Generation_Augmented_Complementary_Fashion_Item_Retrieval_Using_ICCVW_2025_paper.pdf
247,DualFit: A Two-Stage Virtual Try-On via Warping and Synthesis,"['Minh Tran', 'Johnmark Clements', 'Annie Prasanna Manoharan', 'Tri Nguyen', 'Ngan Le']",https://openaccess.thecvf.com/content/ICCV2025W/RetailVision/papers/Tran_DualFit_A_Two-Stage_Virtual_Try-On_via_Warping_and_Synthesis_ICCVW_2025_paper.pdf
248,MR6D: Benchmarking 6D Pose Estimation for Mobile Robots,"['Anas Gouda', 'Shrutarv Awasthi', 'Christian Blesing', 'Lokeshwaran Manohar', 'Frank Hoffmann', 'Alice Kirchheim']",https://openaccess.thecvf.com/content/ICCV2025W/R6D/papers/Gouda_MR6D_Benchmarking_6D_Pose_Estimation_for_Mobile_Robots_ICCVW_2025_paper.pdf
249,Lessons and Winning Solutions in Industrial Object Detection and Pose Estimation from the 2025 Bin-Picking Perception Challenge,"['Ziqin Huang', 'Chengxi Li', 'Yingyue Li', 'Xingyu Liu', 'Chenyangguang Zhang', 'Ruida Zhang', 'Bowen Fu', 'Xinggang Hu', 'Yun Qu', 'Mengge Liu', 'Yixiu Mao', 'Wendong Huang', 'Gu Wang', 'Xiangyang Ji']",https://openaccess.thecvf.com/content/ICCV2025W/R6D/papers/Huang_Lessons_and_Winning_Solutions_in_Industrial_Object_Detection_and_Pose_ICCVW_2025_paper.pdf
250,Learning Point Cloud Representations with Pose Continuity for Depth-Based Category-Level 6D Object Pose Estimation,"['Zhujun Li', 'Shuo Zhang', 'Ioannis Stamos']",https://openaccess.thecvf.com/content/ICCV2025W/R6D/papers/Li_Learning_Point_Cloud_Representations_with_Pose_Continuity_for_Depth-Based_Category-Level_ICCVW_2025_paper.pdf
251,Understanding touch through latent spaces: can images and haptic maps reflect human perception?,"['Antonio Luigi Stefani', 'Sara Baldoni', 'Niccolò Bisagno', 'Federica Battisti', 'Nicola Conci', 'Francesco De Natale']",https://openaccess.thecvf.com/content/ICCV2025W/ACVR/papers/Stefani_Understanding_touch_through_latent_spaces_can_images_and_haptic_maps_ICCVW_2025_paper.pdf
252,Towards Proactive Social Robots: Distilling Visual Knowledge from Large Vision-Language Models,"['Giuseppe De Simone', 'Loris Roveda', 'Alessia Saggese', 'Mario Vento']",https://openaccess.thecvf.com/content/ICCV2025W/ACVR/papers/De_Simone_Towards_Proactive_Social_Robots_Distilling_Visual_Knowledge_from_Large_Vision-Language_ICCVW_2025_paper.pdf
253,LLMs as NAO Robot 3D Motion Planners,"['Riccardo Catalini', 'Giacomo Salici', 'Federico Biagi', 'Guido Borghi', 'Luigi Biagiotti', 'Roberto Vezzani']",https://openaccess.thecvf.com/content/ICCV2025W/ACVR/papers/Catalini_LLMs_as_NAO_Robot_3D_Motion_Planners_ICCVW_2025_paper.pdf
254,CrossCompanion: An Empathetic Real-Time Assistant Supporting Street Crossing for Low-Vision Users,"['Jiazhao Liang', 'Yi Fang']",https://openaccess.thecvf.com/content/ICCV2025W/ACVR/papers/Liang_CrossCompanion_An_Empathetic_Real-Time_Assistant_Supporting_Street_Crossing_for_Low-Vision_ICCVW_2025_paper.pdf
255,TriPlanNet: Triangle Path Planning Network for A Variable Truss Robot with Deep Learning,"['Choonghan Lee', 'Leah Harris', 'Sehyun Oh', 'JooHyung Cha', 'Jemin Lee', 'Yongin Kwon', 'Andrew Jang-Ho Bae']",https://openaccess.thecvf.com/content/ICCV2025W/ACVR/papers/Lee_TriPlanNet_Triangle_Path_Planning_Network_for_A_Variable_Truss_Robot_ICCVW_2025_paper.pdf
256,"NaVIP: A Low-Cost, Infrastructure-free Indoor Navigation Solution for Visually Impaired Persons","['Jun Yu', 'Yitian Yang', 'Vinod Namboodiri']",https://openaccess.thecvf.com/content/ICCV2025W/ACVR/papers/Yu_NaVIP_A_Low-Cost_Infrastructure-free_Indoor_Navigation_Solution_for_Visually_Impaired_ICCVW_2025_paper.pdf
257,Towards Effective Human-in-the-Loop Assistive AI Agents,"['Filippos Bellos', 'Yayuan Li', 'Cary Shu', 'Ruey Day', 'Jeffrey Siskind', 'Jason Corso']",https://openaccess.thecvf.com/content/ICCV2025W/ACVR/papers/Bellos_Towards_Effective_Human-in-the-Loop_Assistive_AI_Agents_ICCVW_2025_paper.pdf
258,Visual Language Model-based Food Safety Support for Persons with Blindness and Low Vision,"['Ryan Hansen', 'Hardik Setia', 'Giles Hamilton-Fletcher', 'Aryan Jain', 'Zirui Liu', 'Mariam Zoair', 'Reem Aboutaleb', 'Qing Wen', 'Yu Li', 'John Ross Rizzo']",https://openaccess.thecvf.com/content/ICCV2025W/ACVR/papers/Hansen_Visual_Language_Model-based_Food_Safety_Support_for_Persons_with_Blindness_ICCVW_2025_paper.pdf
259,Design Practices and Lessons from Deploying On-device Vision-Language Interaction in Robotic Guide Dogs,"['Jinse Kwon', 'Jemin Lee', 'Yongin Kwon']",https://openaccess.thecvf.com/content/ICCV2025W/ACVR/papers/Kwon_Design_Practices_and_Lessons_from_Deploying_On-device_Vision-Language_Interaction_in_ICCVW_2025_paper.pdf
260,Flow-Guided Policies: Overcoming Diffusion Limitations for Robust Robot Imitation Learning,"['Chanhyuk Jung', 'Sangwon Kim', 'Kwang-Ju Kim', 'Dasom Ahn', 'Joonki Baek', 'Sungkeun Yoo', 'Byoung Chul Ko']",https://openaccess.thecvf.com/content/ICCV2025W/ACVR/papers/Jung_Flow-Guided_Policies_Overcoming_Diffusion_Limitations_for_Robust_Robot_Imitation_Learning_ICCVW_2025_paper.pdf
261,Genm: The Generative Machine Unlearning Challenge,"['Kartik Thakral', 'Shreyansh Pathak', 'Tamar Glaser', 'Tal Hassner', 'Diego Garcia-Olano', 'Iacopo Masi', 'Richa Singh', 'Mayank Vatsa']",https://openaccess.thecvf.com/content/ICCV2025W/U%26ME/papers/Thakral_Genm_The_Generative_Machine_Unlearning_Challenge_ICCVW_2025_paper.pdf
262,QAQ: Quality Adaptive Quantization for LLM KV Cache,"['Wen Cheng', 'Shichen Dong', 'Jiayu Qin', 'Wei Wang']",https://openaccess.thecvf.com/content/ICCV2025W/U%26ME/papers/Cheng_QAQ_Quality_Adaptive_Quantization_for_LLM_KV_Cache_ICCVW_2025_paper.pdf
263,Bias-Aware Machine Unlearning: Towards Fairer Vision Models via Controllable Forgetting,"['Sai Siddhartha Chary Aylapuram', 'Veeraraju Elluru', 'Shivang Agarwal']",https://openaccess.thecvf.com/content/ICCV2025W/U%26ME/papers/Aylapuram_Bias-Aware_Machine_Unlearning_Towards_Fairer_Vision_Models_via_Controllable_Forgetting_ICCVW_2025_paper.pdf
264,Guardians of Generation: Dynamic Inference-Time Copyright Shielding with Adaptive Guidance for AI Image Generation,"['Soham Roy', 'Abhishek Mishra', 'Aakash Sen Sharma', 'Shirish Karande', 'Murari Mandal']",https://openaccess.thecvf.com/content/ICCV2025W/U%26ME/papers/Roy_Guardians_of_Generation_Dynamic_Inference-Time_Copyright_Shielding_with_Adaptive_Guidance_ICCVW_2025_paper.pdf
265,Segmentation by Merging Models Specialized to Each Class,"['Kazuya Shibata', 'Kazuhiro Hotta']",https://openaccess.thecvf.com/content/ICCV2025W/U%26ME/papers/Shibata_Segmentation_by_Merging_Models_Specialized_to_Each_Class_ICCVW_2025_paper.pdf
266,Sparse Multiview Open-Vocabulary 3D Detection,"['Olivier Moliner', 'Viktor Larsson', 'Kalle Åström']",https://openaccess.thecvf.com/content/ICCV2025W/OpenSUN3D/papers/Moliner_Sparse_Multiview_Open-Vocabulary_3D_Detection_ICCVW_2025_paper.pdf
267,Open-Ended 3D Point Cloud Instance Segmentation,"['Phuc Nguyen', 'Minh Luu', 'Anh Tran', 'Cuong Pham', 'Khoi Nguyen']",https://openaccess.thecvf.com/content/ICCV2025W/OpenSUN3D/papers/Nguyen_Open-Ended_3D_Point_Cloud_Instance_Segmentation_ICCVW_2025_paper.pdf
268,PU-Gaussian: Point Cloud Upsampling using 3D Gaussian Representation,"['Mahmoud Khater', 'Mona Strauss', 'Philipp Von Olshausen', 'Alexander Reiterer']",https://openaccess.thecvf.com/content/ICCV2025W/E2E3D/papers/Khater_PU-Gaussian_Point_Cloud_Upsampling_using_3D_Gaussian_Representation_ICCVW_2025_paper.pdf
269,DAPS-AGF: Depth-Aware Perceptual Similarity with Adaptive Gradient Filtering for Enhanced Outdoor Scene Reconstruction,"['Aqsa Yousaf', 'Arkajyoti Mitra', 'Paul Agbaje', 'Afia Anjum', 'Habeeb Olufowobi']",https://openaccess.thecvf.com/content/ICCV2025W/E2E3D/papers/Yousaf_DAPS-AGF_Depth-Aware_Perceptual_Similarity_with_Adaptive_Gradient_Filtering_for_Enhanced_ICCVW_2025_paper.pdf
270,PointSeg: A Training-Free Paradigm for 3D Scene Segmentation via Foundation Models,"['Qingdong He', 'Jinlong Peng', 'Zhengkai Jiang', 'Xiaobin Hu', 'Jiangning Zhang']",https://openaccess.thecvf.com/content/ICCV2025W/E2E3D/papers/He_PointSeg_A_Training-Free_Paradigm_for_3D_Scene_Segmentation_via_Foundation_ICCVW_2025_paper.pdf
271,CSG-Fusion: Consistent Sparse-View Gaussian Splatting via Matching-based Fusion,"['Yan Xia', 'Wenbo Ji', 'Weirong Chen', 'Daniel Cremers']",https://openaccess.thecvf.com/content/ICCV2025W/E2E3D/papers/Xia_CSG-Fusion_Consistent_Sparse-View_Gaussian_Splatting_via_Matching-based_Fusion_ICCVW_2025_paper.pdf
272,EVA-Gaussian: 3D Gaussian-based Real-time Human Novel View Synthesis under Diverse Multi-view Camera Settings,"['Yingdong Hu', 'Zhening Liu', 'Jiawei Shao', 'Zehong Lin', 'Jun Zhang']",https://openaccess.thecvf.com/content/ICCV2025W/E2E3D/papers/Hu_EVA-Gaussian_3D_Gaussian-based_Real-time_Human_Novel_View_Synthesis_under_Diverse_ICCVW_2025_paper.pdf
273,DeepCollide: Scalable Data-Driven High DoF Configuration Space Modeling using Implicit Neural Representations,"['Gabe Guo', 'Judah Goldfeder', 'Aniv Ray', 'Tony Dear', 'Hod Lipson']",https://openaccess.thecvf.com/content/ICCV2025W/E2E3D/papers/Guo_DeepCollide_Scalable_Data-Driven_High_DoF_Configuration_Space_Modeling_using_Implicit_ICCVW_2025_paper.pdf
274,"Total-Editing: Head Avatar with Editable Appearance, Motion, and Lighting","['Yizhou Zhao', 'Chunjiang Liu', 'Haoyu Chen', 'Bhiksha Raj', 'Min Xu', 'Tadas Baltrusaitis', 'Mitch Rundle', 'Hsiangtao Wu', 'Kamran Ghasedi']",https://openaccess.thecvf.com/content/ICCV2025W/E2E3D/papers/Zhao_Total-Editing_Head_Avatar_with_Editable_Appearance_Motion_and_Lighting_ICCVW_2025_paper.pdf
275,Artist-Created Mesh Generation from Raw Observation,"['Yao He', 'Youngjoong Kwon', 'Wenxiao Cai', 'Ehsan Adeli']",https://openaccess.thecvf.com/content/ICCV2025W/E2E3D/papers/He_Artist-Created_Mesh_Generation_from_Raw_Observation_ICCVW_2025_paper.pdf
276,InstaPose: Scene-Aware Pose Recommendation via Vision Transformers and Diversity-Optimized Reranking,"['Yu Ji', 'I-Han Hsiao']",https://openaccess.thecvf.com/content/ICCV2025W/SAUAFG/papers/Ji_InstaPose_Scene-Aware_Pose_Recommendation_via_Vision_Transformers_and_Diversity-Optimized_Reranking_ICCVW_2025_paper.pdf
277,Learning Robust Aligned Representations Across Multiple Visual Modalities in Human Action Recognition,"['David Lerch', 'Bastian Rothenburger', 'Zeyun Zhong', 'Manuel Martin', 'Frederik Diederichs', 'Rainer Stiefelhagen']",https://openaccess.thecvf.com/content/ICCV2025W/SAUAFG/papers/Lerch_Learning_Robust_Aligned_Representations_Across_Multiple_Visual_Modalities_in_Human_ICCVW_2025_paper.pdf
278,EgoOops: A Dataset for Mistake Action Detection from Egocentric Videos referring to Procedural Texts,"['Yuto Haneji', 'Taichi Nishimura', 'Hirotaka Kameko', 'Keisuke Shirai', 'Tomoya Yoshida', 'Keiya Kajimura', 'Koki Yamamoto', 'Taiyu Cui', 'Tomohiro Nishimoto', 'Shinsuke Mori']",https://openaccess.thecvf.com/content/ICCV2025W/SAUAFG/papers/Haneji_EgoOops_A_Dataset_for_Mistake_Action_Detection_from_Egocentric_Videos_ICCVW_2025_paper.pdf
279,EHWGesture - A dataset for multimodal understanding of clinical gestures,"['Gianluca Amprimo', 'Alberto Ancilotto', 'Alessandro Savino', 'Fabio Quazzolo', 'Claudia Ferraris', 'Gabriella Olmo', 'Elisabetta Farella', 'Stefano Di Carlo']",https://openaccess.thecvf.com/content/ICCV2025W/SAUAFG/papers/Amprimo_EHWGesture_-_A_dataset_for_multimodal_understanding_of_clinical_gestures_ICCVW_2025_paper.pdf
280,Assessing the Quality of Soccer Shots from Single-Camera Video with Vision-Language Models and Motion Features,"['Filip Noworolnik', 'Joanna Jaworek-Korjakowska']",https://openaccess.thecvf.com/content/ICCV2025W/SAUAFG/papers/Noworolnik_Assessing_the_Quality_of_Soccer_Shots_from_Single-Camera_Video_with_ICCVW_2025_paper.pdf
281,EASG-Bench: Video Q&A Benchmark with Egocentric Action Scene Graphs,"['Ivan Rodin', 'Tz-Ying Wu', 'Kyle Min', 'Sharath Nittur Sridhar', 'Antonino Furnari', 'Subarna Tripathi', 'Giovanni Maria Farinella']",https://openaccess.thecvf.com/content/ICCV2025W/SAUAFG/papers/Rodin_EASG-Bench_Video_QA_Benchmark_with_Egocentric_Action_Scene_Graphs_ICCVW_2025_paper.pdf
282,CricTAL: Introducing Temporal Activity Localisation using pose estimation to identify key phases in cricket batting for downstream Action Quality Assessment,"['Tevin Moodley', 'Dustin van der Haar']",https://openaccess.thecvf.com/content/ICCV2025W/SAUAFG/papers/Moodley_CricTAL_Introducing_Temporal_Activity_Localisation_using_pose_estimation_to_identify_ICCVW_2025_paper.pdf
283,PerFairX: Is There a Balance Between Fairness and Personality in Large Language Model Recommendations?,"['Chandan Kumar Sah', 'Xiaoli Lian']",https://openaccess.thecvf.com/content/ICCV2025W/MCL/papers/Sah_PerFairX_Is_There_a_Balance_Between_Fairness_and_Personality_in_ICCVW_2025_paper.pdf
284,MCL for MLLMs: Benchmarking Forgetting in Task-Incremental Multimodal Learning,['Zichao Li'],https://openaccess.thecvf.com/content/ICCV2025W/MCL/papers/Li_MCL_for_MLLMs_Benchmarking_Forgetting_in_Task-Incremental_Multimodal_Learning_ICCVW_2025_paper.pdf
285,Forecasting and Visualizing Air Quality from Sky Images with Vision-Language Models,"['Mohammad Saleh Vahdatpour', 'Maryam Eyvazi', 'Yanqing Zhang']",https://openaccess.thecvf.com/content/ICCV2025W/MCL/papers/Vahdatpour_Forecasting_and_Visualizing_Air_Quality_from_Sky_Images_with_Vision-Language_ICCVW_2025_paper.pdf
286,DROID-Splat Combining end-to-end SLAM with 3D Gaussian Splatting,"['Christian Homeyer', 'Leon Begiristain', 'Christoph Schnörr']",https://openaccess.thecvf.com/content/ICCV2025W/NeuSLAM/papers/Homeyer_DROID-Splat_Combining_end-to-end_SLAM_with_3D_Gaussian_Splatting_ICCVW_2025_paper.pdf
287,Multi-Scale Hybrid CNN-Transformer for Smoke Detection in Satellite Images,"['Tony Zhang', 'Robert P. Dick']",https://openaccess.thecvf.com/content/ICCV2025W/SEA/papers/Zhang_Multi-Scale_Hybrid_CNN-Transformer_for_Smoke_Detection_in_Satellite_Images_ICCVW_2025_paper.pdf
288,Towards Large Scale Geostatistical Methane Monitoring with Part-based Object Detection,"['Adhemar de Senneville', 'Xavier Bou', 'Jean-Louis Bonne', 'Nicolas Dumelie', 'Rafael Grompone', 'Thibaud Ehret', 'Gabriele Facciolo']",https://openaccess.thecvf.com/content/ICCV2025W/SEA/papers/de_Senneville_Towards_Large_Scale_Geostatistical_Methane_Monitoring_with_Part-based_Object_Detection_ICCVW_2025_paper.pdf
289,"PlantationBench: A Multiscale, Multimodal Remote Sensing Benchmark for Plantation Mapping Under Distribution Shift","['Angela Tsao', 'David B. Lobell']",https://openaccess.thecvf.com/content/ICCV2025W/SEA/papers/Tsao_PlantationBench_A_Multiscale_Multimodal_Remote_Sensing_Benchmark_for_Plantation_Mapping_ICCVW_2025_paper.pdf
290,Resolution Revolution: A Physics-Guided Deep Learning Framework for Spatiotemporal Temperature Reconstruction,"['Shengjie Liu', 'Lu Zhang', 'Siqin Wang']",https://openaccess.thecvf.com/content/ICCV2025W/SEA/papers/Liu_Resolution_Revolution_A_Physics-Guided_Deep_Learning_Framework_for_Spatiotemporal_Temperature_ICCVW_2025_paper.pdf
291,HA-RDet: Hybrid Anchor Rotation Detector for Oriented Object Detection,['Phuc Nguyen'],https://openaccess.thecvf.com/content/ICCV2025W/SEA/papers/Nguyen_HA-RDet_Hybrid_Anchor_Rotation_Detector_for_Oriented_Object_Detection_ICCVW_2025_paper.pdf
292,BiodiverseNet: Multitask Learning on Fused Multispectral and Radar Data for Scalable Ecosystem Monitoring,['Prasanth Yadla'],https://openaccess.thecvf.com/content/ICCV2025W/SEA/papers/Yadla_BiodiverseNet_Multitask_Learning_on_Fused_Multispectral_and_Radar_Data_for_ICCVW_2025_paper.pdf
293,ViT-Koop: Vision-Transformer-Koopman Operators for Efficient Time-Series Forecasting of Earth-Observation Data,['Takayuki Shinohara'],https://openaccess.thecvf.com/content/ICCV2025W/SEA/papers/Shinohara_ViT-Koop_Vision-Transformer-Koopman_Operators_for_Efficient_Time-Series_Forecasting_of_Earth-Observation_Data_ICCVW_2025_paper.pdf
294,Evaluating Performance of Reinforcement Learning Agents to Control Buildings Efficiently,"['Judah Goldfeder', 'Gabriel Guerra Trigo', 'Philippe Martin Wyder', 'Neil Kachappilly', 'Hod Lipson']",https://openaccess.thecvf.com/content/ICCV2025W/SEA/papers/Goldfeder_Evaluating_Performance_of_Reinforcement_Learning_Agents_to_Control_Buildings_Efficiently_ICCVW_2025_paper.pdf
